feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000003249.13	chr16	90018533	90020535	2003	+	1183	90004865	90020128	-	overlapStart	1595	407	NearestLocation	chr16	HAVANA	gene	90004865	90020128	.	-	.	protein_coding	KNOWN	DBNDD1	2	OTTHUMG00000138984.3
ENSG00000004779.9	chr16	23595002	23596405	1404	+	0488	23581002	23596356	-	overlapStart	1354	49	NearestLocation	chr16	HAVANA	gene	23581002	23596356	.	-	.	protein_coding	KNOWN	NDUFAB1	1	OTTHUMG00000096985.5
ENSG00000005189.19	chr16	20804957	20805277	321	+	0457	20806429	20849668	+	upstream	-1472	1152	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005189.19	chr16	20805647	20808321	2675	+	0458	20806429	20849668	+	overlapStart	-782	782	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005194.14	chr16	57446313	57448464	2152	+	0774	57428169	57447528	-	overlapStart	1215	936	NearestLocation	chr16	HAVANA	gene	57428169	57447528	.	-	.	protein_coding	KNOWN	CIAPIN1	1	OTTHUMG00000133457.7
ENSG00000005339.14	chr16	3879241	3880767	1527	+	0304	3725054	3880726	-	overlapStart	1485	41	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3880811	3881496	686	+	0305	3725054	3880726	-	upstream	-85	85	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3879241	3880767	1527	+	0133	3725054	3880726	-	overlapStart	1485	41	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3880811	3881496	686	+	0134	3725054	3880726	-	upstream	-85	85	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000006007.11	chr16	19521244	19522351	1108	+	0446	19501689	19522145	-	overlapStart	901	206	NearestLocation	chr16	HAVANA	gene	19501689	19522145	.	-	.	protein_coding	KNOWN	GDE1	2	OTTHUMG00000131454.6
ENSG00000007038.10	chr16	2816725	2818871	2147	+	0090	2817180	2826304	+	overlapStart	-455	455	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007038.10	chr16	2816725	2818871	2147	+	0261	2817180	2826304	+	overlapStart	-455	455	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007376.7	chr16	787119	788415	1297	+	0201	784974	788397	-	overlapStart	1278	18	NearestLocation	chr16	HAVANA	gene	784974	788397	.	-	.	protein_coding	KNOWN	RPUSD1	2	OTTHUMG00000047840.4
ENSG00000007376.7	chr16	787119	788415	1297	+	0030	784974	788397	-	overlapStart	1278	18	NearestLocation	chr16	HAVANA	gene	784974	788397	.	-	.	protein_coding	KNOWN	RPUSD1	2	OTTHUMG00000047840.4
ENSG00000007516.13	chr16	1333176	1334235	1060	+	0036	1333601	1349441	+	overlapStart	-425	425	NearestLocation	chr16	HAVANA	gene	1333601	1349441	.	+	.	protein_coding	KNOWN	BAIAP3	1	OTTHUMG00000047833.5
ENSG00000007516.13	chr16	1333176	1334235	1060	+	0207	1333601	1349441	+	overlapStart	-425	425	NearestLocation	chr16	HAVANA	gene	1333601	1349441	.	+	.	protein_coding	KNOWN	BAIAP3	1	OTTHUMG00000047833.5
ENSG00000007520.3	chr16	1350608	1352956	2349	+	0208	1349240	1351911	-	overlapStart	1303	1045	NearestLocation	chr16	HAVANA	gene	1349240	1351911	.	-	.	protein_coding	KNOWN	TSR3	2	OTTHUMG00000047834.3
