feature	seqnames	start	end	width	strand	peak	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	V1	V2	V3	V4	V5	V6	V7	V8	gene_type	gene_status	gene_name	level	havana_gene
ENSG00000003249.13	chr16	90018535	90020405	1871	+	1564	90004865	90020128	-	overlapStart	1593	277	NearestLocation	chr16	HAVANA	gene	90004865	90020128	.	-	.	protein_coding	KNOWN	DBNDD1	2	OTTHUMG00000138984.3
ENSG00000004779.9	chr16	23594773	23596619	1847	+	0006	23581002	23596356	-	overlapStart	1583	263	NearestLocation	chr16	HAVANA	gene	23581002	23596356	.	-	.	protein_coding	KNOWN	NDUFAB1	1	OTTHUMG00000096985.5
ENSG00000005189.19	chr16	20804842	20805606	765	+	0523	20806429	20849668	+	upstream	-1587	823	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005189.19	chr16	20805630	20808324	2695	+	0522	20806429	20849668	+	overlapStart	-799	799	NearestLocation	chr16	HAVANA	gene	20806429	20849668	.	+	.	protein_coding	KNOWN	AC004381.6	1	ncRNA_host
ENSG00000005194.14	chr16	57447483	57448146	664	+	1180	57428169	57447528	-	overlapStart	45	45	NearestLocation	chr16	HAVANA	gene	57428169	57447528	.	-	.	protein_coding	KNOWN	CIAPIN1	1	OTTHUMG00000133457.7
ENSG00000005339.14	chr16	3879080	3881778	2699	+	0741	3725054	3880726	-	overlapStart	1646	1052	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3879080	3881778	2699	+	0894	3725054	3880726	-	overlapStart	1646	1052	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3879080	3881778	2699	+	0399	3725054	3880726	-	overlapStart	1646	1052	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000005339.14	chr16	3879080	3881778	2699	+	0246	3725054	3880726	-	overlapStart	1646	1052	NearestLocation	chr16	HAVANA	gene	3725054	3880726	.	-	.	protein_coding	KNOWN	CREBBP	1	OTTHUMG00000129431.6
ENSG00000006007.11	chr16	19521123	19522344	1222	+	0512	19501689	19522145	-	overlapStart	1022	199	NearestLocation	chr16	HAVANA	gene	19501689	19522145	.	-	.	protein_coding	KNOWN	GDE1	2	OTTHUMG00000131454.6
ENSG00000007038.10	chr16	2816724	2818848	2125	+	0365	2817180	2826304	+	overlapStart	-456	456	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007038.10	chr16	2816724	2818848	2125	+	0860	2817180	2826304	+	overlapStart	-456	456	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007038.10	chr16	2816724	2818848	2125	+	0212	2817180	2826304	+	overlapStart	-456	456	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007038.10	chr16	2816724	2818848	2125	+	0707	2817180	2826304	+	overlapStart	-456	456	NearestLocation	chr16	HAVANA	gene	2817180	2826304	.	+	.	protein_coding	KNOWN	PRSS21	2	OTTHUMG00000128931.2
ENSG00000007392.16	chr16	228468	229744	1277	+	0288	188969	229463	-	overlapStart	995	281	NearestLocation	chr16	HAVANA	gene	188969	229463	.	-	.	protein_coding	KNOWN	LUC7L	1	OTTHUMG00000060730.12
ENSG00000007392.16	chr16	228468	229744	1277	+	0630	188969	229463	-	overlapStart	995	281	NearestLocation	chr16	HAVANA	gene	188969	229463	.	-	.	protein_coding	KNOWN	LUC7L	1	OTTHUMG00000060730.12
